ZONE I=5, J=5
-3.36 0 0 0 6.85082 
-3.276 0 0 0 6.27621 
-3.192 0 0 0 5.70161 
-3.108 0 0 0 5.127 
-3.024 0 0 0 4.55239 
-3.36 0.064125 0.0634782 -0.00357033 6.49929 
-3.276 0.064125 0.0596276 0.00426109 6.02961 
-3.192 0.064125 0.0553411 0.00772642 5.55992 
-3.108 0.064125 0.0506186 0.00682566 5.09024 
-3.024 0.064125 0.0454603 0.00155882 4.62055 
-3.36 0.12825 0.101349 -0.00711686 6.14777 
-3.276 0.12825 0.0977219 0.0061818 5.78301 
-3.192 0.12825 0.0929025 0.0125442 5.41824 
-3.108 0.12825 0.0868906 0.0119703 5.05347 
-3.024 0.12825 0.079686 0.00446024 4.68871 
-3.36 0.192375 0.113611 -0.0106396 5.79625 
-3.276 0.192375 0.114283 0.00576213 5.5364 
-3.192 0.192375 0.112684 0.0144533 5.27656 
-3.108 0.192375 0.108816 0.015434 5.01671 
-3.024 0.192375 0.102677 0.00870424 4.75686 
-3.36 0.2565 0.100266 -0.0141385 5.44473 
-3.276 0.2565 0.10931 0.00300209 5.2898 
-3.192 0.2565 0.114687 0.0134538 5.13487 
-3.108 0.2565 0.116394 0.0172168 4.97995 
-3.024 0.2565 0.114433 0.0142908 4.82502 

ZONE I=5, J=5
-3.024 0 0 0 4.55239 
-2.94 0 0 0 4.53631 
-2.856 0 0 0 4.52022 
-2.772 0 0 0 4.50414 
-2.688 0 0 0 4.48805 
-3.024 0.064125 0.0454603 0.00155882 4.62055 
-2.94 0.064125 0.0399516 0.000840623 4.58242 
-2.856 0.064125 0.035914 0.000571127 4.54429 
-2.772 0.064125 0.0333473 0.000750334 4.50617 
-2.688 0.064125 0.0322517 0.00137825 4.46804 
-3.024 0.12825 0.079686 0.00446024 4.68871 
-2.94 0.12825 0.0717373 0.00307136 4.62854 
-2.856 0.12825 0.0657904 0.00232358 4.56837 
-2.772 0.12825 0.0618452 0.00221689 4.5082 
-2.688 0.12825 0.0599016 0.00275129 4.44803 
-3.024 0.192375 0.102677 0.00870424 4.75686 
-2.94 0.192375 0.0953571 0.00669221 4.67465 
-2.856 0.192375 0.0896293 0.00525735 4.59244 
-2.772 0.192375 0.0854935 0.00439966 4.51022 
-2.688 0.192375 0.0829498 0.00411913 4.42801 
-3.024 0.2565 0.114433 0.0142908 4.82502 
-2.94 0.2565 0.110811 0.0117032 4.72076 
-2.856 0.2565 0.107431 0.00937245 4.61651 
-2.772 0.2565 0.104292 0.00729865 4.51225 
-2.688 0.2565 0.101396 0.00548177 4.408 

ZONE I=5, J=5
-2.688 0 0 0 4.48805 
-2.604 0 0 0 4.46626 
-2.52 0 0 0 4.44447 
-2.436 0 0 0 4.42268 
-2.352 0 0 0 4.40089 
-2.688 0.064125 0.0322517 0.00137825 4.46804 
-2.604 0.064125 0.0313788 0.00109677 4.45079 
-2.52 0.064125 0.0307893 0.000746235 4.43354 
-2.436 0.064125 0.0304831 0.000326642 4.4163 
-2.352 0.064125 0.0304603 -0.00016201 4.39905 
-2.688 0.12825 0.0599016 0.00275129 4.44803 
-2.604 0.12825 0.0584569 0.00206934 4.43532 
-2.52 0.12825 0.0575484 0.00130425 4.42262 
-2.436 0.12825 0.0571761 0.000456017 4.40991 
-2.352 0.12825 0.0573399 -0.000475363 4.39721 
-2.688 0.192375 0.0829498 0.00411913 4.42801 
-2.604 0.192375 0.0812343 0.00291772 4.41985 
-2.52 0.192375 0.0802773 0.00167405 4.41169 
-2.436 0.192375 0.0800788 0.000388125 4.40353 
-2.352 0.192375 0.0806387 -0.000940061 4.39537 
-2.688 0.2565 0.101396 0.00548177 4.408 
-2.604 0.2565 0.0997109 0.0036419 4.40438 
-2.52 0.2565 0.098976 0.00185563 4.40076 
-2.436 0.2565 0.0991913 0.000122966 4.39714 
-2.352 0.2565 0.100357 -0.0015561 4.39352 

ZONE I=5, J=5
-2.352 0 0 0 4.40089 
-2.268 0 0 0 4.45376 
-2.184 0 0 0 4.50663 
-2.1 0 0 0 4.5595 
-2.016 0 0 0 4.61238 
-2.352 0.064125 0.0304603 -0.00016201 4.39905 
-2.268 0.064125 0.030564 -0.000297538 4.44701 
-2.184 0.064125 0.0309841 -0.000383955 4.49496 
-2.1 0.064125 0.0317204 -0.00042126 4.54292 
-2.016 0.064125 0.032773 -0.000409455 4.59088 
-2.352 0.12825 0.0573399 -0.000475363 4.39721 
-2.268 0.12825 0.0577458 -0.000866347 4.44025 
-2.184 0.12825 0.0586751 -0.00118085 4.48329 
-2.1 0.12825 0.0601278 -0.00141888 4.52634 
-2.016 0.12825 0.0621039 -0.00158042 4.56938 
-2.352 0.192375 0.0806387 -0.000940061 4.39537 
-2.268 0.192375 0.0815453 -0.00170643 4.4335 
-2.184 0.192375 0.0830732 -0.00239069 4.47163 
-2.1 0.192375 0.0852224 -0.00299285 4.50976 
-2.016 0.192375 0.0879928 -0.00351291 4.54789 
-2.352 0.2565 0.100357 -0.0015561 4.39352 
-2.268 0.2565 0.101963 -0.00281778 4.42674 
-2.184 0.2565 0.104178 -0.00401347 4.45996 
-2.1 0.2565 0.107004 -0.00514318 4.49317 
-2.016 0.2565 0.11044 -0.00620691 4.52639 

ZONE I=5, J=5
-2.016 0 0 0 4.61238 
-1.932 0 0 0 4.6894 
-1.848 0 0 0 4.76643 
-1.764 0 0 0 4.84345 
-1.68 0 0 0 4.92048 
-2.016 0.064125 0.032773 -0.000409455 4.59088 
-1.932 0.064125 0.0340174 -0.000512177 4.66587 
-1.848 0.064125 0.0355392 -0.000660873 4.74086 
-1.764 0.064125 0.0373386 -0.000855543 4.81585 
-1.68 0.064125 0.0394154 -0.00109619 4.89084 
-2.016 0.12825 0.0621039 -0.00158042 4.56938 
-1.932 0.12825 0.0644288 -0.00190646 4.64234 
-1.848 0.12825 0.0672483 -0.00232016 4.71529 
-1.764 0.12825 0.0705623 -0.00282153 4.78825 
-1.68 0.12825 0.074371 -0.00341057 4.86121 
-2.016 0.192375 0.0879928 -0.00351291 4.54789 
-1.932 0.192375 0.0912344 -0.00418284 4.61881 
-1.848 0.192375 0.0951272 -0.00497786 4.68973 
-1.764 0.192375 0.0996712 -0.00589796 4.76065 
-1.68 0.192375 0.104867 -0.00694314 4.83157 
-2.016 0.2565 0.11044 -0.00620691 4.52639 
-1.932 0.2565 0.114434 -0.00734133 4.59527 
-1.848 0.2565 0.119176 -0.00863397 4.66416 
-1.764 0.2565 0.124665 -0.0100848 4.73305 
-1.68 0.2565 0.130902 -0.0116939 4.80193 

ZONE I=5, J=5
-1.68 0 0 0 4.92048 
-1.596 0 0 0 5.03338 
-1.512 0 0 0 5.14628 
-1.428 0 0 0 5.25918 
-1.344 0 0 0 5.37207 
-1.68 0.064125 0.0394154 -0.00109619 4.89084 
-1.596 0.064125 0.0417386 -0.00124773 4.99886 
-1.512 0.064125 0.0445532 -0.00145309 5.10688 
-1.428 0.064125 0.047859 -0.00171227 5.2149 
-1.344 0.064125 0.0516562 -0.00202527 5.32292 
-1.68 0.12825 0.074371 -0.00341057 4.86121 
-1.596 0.12825 0.0786098 -0.00388044 4.96435 
-1.512 0.12825 0.0836796 -0.00446625 5.06749 
-1.428 0.12825 0.0895804 -0.00516802 5.17063 
-1.344 0.12825 0.0963123 -0.00598574 5.27377 
-1.68 0.192375 0.104867 -0.00694314 4.83157 
-1.596 0.192375 0.110613 -0.00789812 4.92983 
-1.512 0.192375 0.117379 -0.00903949 5.02809 
-1.428 0.192375 0.125164 -0.0103673 5.12635 
-1.344 0.192375 0.133968 -0.0118814 5.22461 
-1.68 0.2565 0.130902 -0.0116939 4.80193 
-1.596 0.2565 0.137749 -0.0133008 4.89531 
-1.512 0.2565 0.145652 -0.0151728 4.9887 
-1.428 0.2565 0.15461 -0.01731 5.08208 
-1.344 0.2565 0.164624 -0.0197123 5.17546 

ZONE I=5, J=5
-1.344 0 0 0 5.37207 
-1.26 0 0 0 5.5001 
-1.176 0 0 0 5.62813 
-1.092 0 0 0 5.75616 
-1.008 0 0 0 5.88419 
-1.344 0.064125 0.0516562 -0.00202527 5.32292 
-1.26 0.064125 0.0557263 -0.00226837 5.44427 
-1.176 0.064125 0.0606671 -0.00261911 5.56563 
