ZONE I=5, J=5
-3.36 0 0 0 7.51278 
-3.276 0 0 0 6.94244 
-3.192 0 0 0 6.3721 
-3.108 0 0 0 5.80176 
-3.024 0 0 0 5.23142 
-3.36 0.064125 0.0634782 -0.00357033 7.16114 
-3.276 0.064125 0.0595994 0.00425562 6.69497 
-3.192 0.064125 0.0553593 0.00769669 6.22879 
-3.108 0.064125 0.0507579 0.00675289 5.76261 
-3.024 0.064125 0.0457953 0.00142421 5.29644 
-3.36 0.12825 0.101349 -0.00711686 6.8095 
-3.276 0.12825 0.097677 0.0061711 6.44749 
-3.192 0.12825 0.0929333 0.0124695 6.08547 
-3.108 0.12825 0.0871175 0.0117784 5.72346 
-3.024 0.12825 0.0802295 0.00409776 5.36145 
-3.36 0.192375 0.113611 -0.0106396 6.45786 
-3.276 0.192375 0.114233 0.00574645 6.20001 
-3.192 0.192375 0.112722 0.0143185 5.94216 
-3.108 0.192375 0.109079 0.0150766 5.68431 
-3.024 0.192375 0.103303 0.00802065 5.42646 
-3.36 0.2565 0.100266 -0.0141385 6.10622 
-3.276 0.2565 0.109267 0.00298166 5.95253 
-3.192 0.2565 0.114726 0.0132436 5.79885 
-3.108 0.2565 0.116642 0.0166473 5.64516 
-3.024 0.2565 0.115015 0.0131929 5.49147 

ZONE I=5, J=5
-3.024 0 0 0 5.23142 
-2.94 0 0 0 5.22717 
-2.856 0 0 0 5.22291 
-2.772 0 0 0 5.21866 
-2.688 0 0 0 5.2144 
-3.024 0.064125 0.0457953 0.00142421 5.29644 
-2.94 0.064125 0.0406163 0.000620586 5.26944 
-2.856 0.064125 0.0369731 0.000302451 5.24245 
-2.772 0.064125 0.0348656 0.000469806 5.21546 
-2.688 0.064125 0.0342937 0.00112265 5.18847 
-3.024 0.12825 0.0802295 0.00409776 5.36145 
-2.94 0.12825 0.0728345 0.00250026 5.31172 
-2.856 0.12825 0.0675581 0.0016198 5.26199 
-2.772 0.12825 0.0644005 0.00145639 5.21226 
